tenant,invoice_id,interstate,status,invoice_date,created_on,invoice_no,ucode,batch,cgst,sgst,igst
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,254509,SXE1073A,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,I36827,F6AIW033,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,254829,GKE1577A,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,A58224,F1HPW004,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,166031,FGA0061,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,080930,F348,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,I31114,P1FZW004,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,166005,GTE1813A,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,209103,A0IMW009,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,209680,PEB0017,6.00,6.00,0.00
th223,69243,1,StockHidden,2025-06-11 00:00:00,2025-06-11 12:40:07,U0428-25A0000007,I01450,D2200329,6.00,6.00,0.00
th223,69248,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:19:30,PD0407-25A000576,000255,23143NAZIA,9.00,9.00,0.00
th223,69250,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:23:45,PD0407-25A000578,259393,AM304,6.00,6.00,0.00
th223,69254,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:28:02,PD0407-25A000580,191827,T2319,6.00,6.00,0.00
th223,69256,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:41:31,PD0407-25A000583,107490,JKDJ23003,6.00,6.00,0.00
th223,69258,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:46:41,PD0407-25A000585,I15817,BPK233527,6.00,6.00,0.00
th223,69259,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:48:18,PD0407-25A000586,047820,2FW5L001,6.00,6.00,0.00
th223,69259,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:48:18,PD0407-25A000586,158441,34231040,6.00,6.00,0.00
th223,69260,1,StockHidden,2025-06-12 00:00:00,2025-06-12 05:49:48,PD0407-25A000587,254971,2406117901,9.00,9.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,105185,28024324,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,192582,ZPA0099,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,I00104,SIE1552A,9.00,9.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,227910,K05W005,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,241683,SIE0975A,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,254829,GKE1147A,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,180910,CLZD4001,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,116001,SXE1922A,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,209330,M05W005,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,M70220,MEAR008,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,I37724,LUR-807,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,014845,SIE1825A,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,J44795,CACS0035,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,193831,ZLP4AD3009,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,080356,SXE1948A,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,192685,K5ALW006,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,U11217,A7LLW005,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,180771,F85W003,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,064421,EGTC24004,6.00,6.00,0.00
th223,69279,1,StockHidden,2025-06-12 00:00:00,2025-06-12 10:36:23,U0428-25A0000012,192142,GTE1565A,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,A64031,A5LLX010,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,085880,C5AGY014,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,267757,VGWM145,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,I03785,B9CWX001,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,255412,E2202834,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,130560,SIE0088A,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,330169,B6AEW379,6.00,6.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,E03366,ZEB0005,9.00,9.00,0.00
th223,69288,1,StockHidden,2025-06-12 00:00:00,2025-06-12 12:13:06,U0428-25A0000014,O04772,273123005,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,226726,GKE1303A,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,207495,B1AKW101,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,192410,GTE1880C,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,076815,FGA22010,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,254828,RSA0062,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,I06225,23S2GCA737,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,I14999,DFE7130A,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,I41404,C12W031,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,Y69608,U2FZW004,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,I01412,TDSR-1517,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,024400,S23E134,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,141845,D230215,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,I05396,APBZ94,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,194329,KFZ0328,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,192488,ASJ0017,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,087385,SGW0691,6.00,6.00,0.00
th223,69305,1,StockHidden,2025-06-13 00:00:00,2025-06-13 05:41:38,U0428-25A0000020,J37624,UBJ0013,6.00,6.00,0.00
th223,69314,1,StockHidden,2025-06-13 00:00:00,2025-06-13 06:48:04,U0428-25A0000022,049285,SXE1326A,6.00,6.00,0.00
th223,69314,1,StockHidden,2025-06-13 00:00:00,2025-06-13 06:48:04,U0428-25A0000022,003120,AFK2305,6.00,6.00,0.00
th223,69314,1,StockHidden,2025-06-13 00:00:00,2025-06-13 06:48:04,U0428-25A0000022,O28821,EYD02,6.00,6.00,0.00
th223,69314,1,StockHidden,2025-06-13 00:00:00,2025-06-13 06:48:04,U0428-25A0000022,227713,E9AIW037,6.00,6.00,0.00
th223,69314,1,StockHidden,2025-06-13 00:00:00,2025-06-13 06:48:04,U0428-25A0000022,D90697,TNCS0051,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,218889,Z05CH22008,2.50,2.50,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,O01656,ZBA0004,9.00,9.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,105180,28024329,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,X31963,H0AQW002,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,I44939,TLE230502,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,P47904,GKE1156A,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,384172,R23046103,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,263311,SIE1973A,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,117405,DFE8378A,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,059430,BDL23010,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,207489,A1ATW014,2.50,2.50,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,192753,FJA0034,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,J44795,CACS0037,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,226697,GKE0850A,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,245173,23AY0012,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,117370,DFE8206A,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,242008,SID3253A,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,063030,DAZA2018,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,241325,SIE2988A,9.00,9.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,D90697,TNCS0051,6.00,6.00,0.00
th223,69322,1,StockHidden,2025-06-13 00:00:00,2025-06-13 08:33:07,U0428-25A0000025,I35820,SXE2464A,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,198434,GTE0952A,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,I05379,564,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,187677,C5AKW003,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,226299,C9AKW011,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,R48016,PEES0047,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,167010,SP010523,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,150815,RIA23005,2.50,2.50,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,272737,ER140623,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,I48222,G95W007,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,I37693,LURA-85,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,126725,I9AHV120,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,127015,D31W032,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,H64287,Z05BE22005,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,I00104,SIE1552A,9.00,9.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,192055,GKE1052A,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,Q97664,X35W005,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,187690,A5AUW003,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,167045,SN070522,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,N39104,IS040423,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,N51238,P2AEW010,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,S31996,A0LLW006,6.00,6.00,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,193279,B9HSW025,2.50,2.50,0.00
th223,69326,1,StockHidden,2025-06-13 00:00:00,2025-06-13 09:24:09,U0428-25A0000028,116850,V2200731,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,208901,GTE1192B,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,O98614,FXTY23016,9.00,9.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,I42750,MWB0011,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,002760,SID3354A,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,N55378,C1APW013,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,192925,ALJ0065,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,192471,GKE0067A,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,239624,TDTY23039,9.00,9.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,265046,GC4838,6.00,6.00,0.00
th223,69331,1,StockHidden,2025-06-13 00:00:00,2025-06-13 10:08:56,U0428-25A0000031,109825,B7AKW020,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,207495,B1AKW101,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,Z54501,A4KFW006,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,117556,B8AEX002,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,219014,A0FZW033,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,144100,GTE1208A,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,N90277,VIAS0033,6.00,6.00,0.00
th223,69338,1,StockHidden,2025-06-13 00:00:00,2025-06-13 11:14:39,U0428-25A0000034,117556,B8AEX001,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,242538,GJ7175,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,193856,TDPR-411,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,I12231,E2201108,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,144100,GTE1208A,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,119600,D230301,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,011905,GTE1368A,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,050165,22430172,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,U93281,ZFZ0094,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,Q90206,22AD0004,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,O44944,K7AGX004,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,248529,5AAIW053,9.00,9.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,I03007,5CAIW015,9.00,9.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,I48369,G85W024,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,S11153,G2GKW004,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,I34312,GTE1840A,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,117390,DFE7408A,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,193023,C2HSW016,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,I36676,SIE2876A,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,245173,23AY0012,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,195711,28024420,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,Z85915,B1LLW004,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,215465,PSA0065,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,167916,TAM230507,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,242004,GKE1439A,6.00,6.00,0.00
th223,69340,1,StockHidden,2025-06-13 00:00:00,2025-06-13 12:08:39,U0428-25A0000036,127045,F25W008,6.00,6.00,0.00
th223,69364,1,StockHidden,2025-06-14 00:00:00,2025-06-14 06:48:48,U0428-25A0000043,K73358,K4GKX005,6.00,6.00,0.00
th223,69364,1,StockHidden,2025-06-14 00:00:00,2025-06-14 06:48:48,U0428-25A0000043,I05872,DD123333,6.00,6.00,0.00
th223,69364,1,StockHidden,2025-06-14 00:00:00,2025-06-14 06:48:48,U0428-25A0000043,245772,4346C84202,6.00,6.00,0.00
th223,69406,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:03:54,U0428-25A0000053,I48369,G85X002,6.00,6.00,0.00
th223,69406,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:03:54,U0428-25A0000053,R51526,VIES0027,6.00,6.00,0.00
th223,69406,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:03:54,U0428-25A0000053,I00543,ELR6BG4001,6.00,6.00,0.00
th223,69406,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:03:54,U0428-25A0000053,I06791,GTF0219A,6.00,6.00,0.00
th223,69406,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:03:54,U0428-25A0000053,I42637,DRE01066A,6.00,6.00,0.00
th223,69408,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:33:23,U0428-25A0000056,092165,PT6DL97,2.50,2.50,0.00
th223,69408,1,StockHidden,2025-06-16 00:00:00,2025-06-16 10:33:23,U0428-25A0000056,I42861,DRD10350A,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,150820,RIB23019,2.50,2.50,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,R48016,PEES0047,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,160355,SID1716A,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,U39819,G45W003,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,139150,MPL009,9.00,9.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,199749,TT-461,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,I06225,23S2GCA611,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,209255,SXE1289A,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,I00104,SIE1552A,9.00,9.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,087385,SGW0692,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,166031,FGA0046,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,Z39624,G1HQW007,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,070605,SID3500A,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,121972,GKD1630B,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,G75710,CPB0013,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,087005,GKE1073A,2.50,2.50,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,V40730,A2LOW004,6.00,6.00,0.00
th223,69422,1,StockHidden,2025-06-16 00:00:00,2025-06-16 12:44:40,U0428-25A0000064,D90697,TNCS0051,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,U39819,G45W003,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,242003,GKE1151A,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,104095,SIE1385A,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,I33942,I388,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,116001,SXF0091A,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,254917,E2HPW009,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,024410,Z06AH23116,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,Z45028,TVBR-308,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,058890,NEZ0014,6.00,6.00,0.00
th223,69423,1,StockHidden,2025-06-16 00:00:00,2025-06-16 13:17:32,U0428-25A0000065,167919,APS23013,6.00,6.00,0.00
