source_debit_note_number,dest_tenant,source_tenant,purchase_issue_id,invoice_id,invoice_no,invoice_sequence_type,pr_type,invoice_date,invoice_tenant,is_invoice_tenant_same,purchase_issue_status
P0213-25A0000052,th429,th213,44835,81796,EA-23-968956,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 09:20:26,,False,READY_FOR_DELIVERY
P0213-25A0000053,th429,th213,44836,79922,EA-22-1698941,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 09:22:03,,False,READY_FOR_DELIVERY
P0213-25A0000053,th429,th213,44837,79472,EA-22-1649799,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 09:22:03,,False,READY_FOR_DELIVERY
P0213-25A0000053,th429,th213,44838,79344,EA-23-1121191,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 09:22:03,,False,READY_FOR_DELIVERY
P0213-25A0000054,th429,th213,44839,90470,MUM23-24TM/01533,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 09:23:26,,False,READY_FOR_DELIVERY
P0213-25A0000055,th429,th213,44977,83272,EA-23-78463,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 10:05:27,,False,READY_FOR_DELIVERY
P0213-25A0000055,th429,th213,44978,79196,EA-23-732281,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 10:05:27,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45157,78889,EA-23-1182443,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45158,79030,EA-23-1737641,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45159,90022,MP-23-809583,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45160,88505,MP-23-1084702,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45161,31211,EA-24-354034,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45162,77332,EA-23-1483261,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45163,89084,MP-23-1084701,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
P0213-25A0000056,th429,th213,45164,78412,EA-23-1737642,DEBIT_NOTE_NUMBER,PURCHASE_RETURN,2025-08-14 11:35:44,,False,READY_FOR_DELIVERY
