dest_tenant,source_tenant,purchase_issue_id,invoice_id,invoice_no,pr_type,invoice_tenant,is_invoice_tenant_same,purchase_issue_status
th417,th214,836744,883923,1401051717,PURCHASE_RETURN,,False,dormant
th413,th214,837721,736481,T0426-24A0000653,PURCHASE_RETURN,,False,dormant
th421,th214,837723,1031010,100836-SR,PURCHASE_RETURN,,False,dormant
th413,th214,837722,1006211,T0213-25A0001747,PURCHASE_RETURN,,False,dormant
th421,th214,837728,1052073,118380-SR,PURCHASE_RETURN,,False,dormant
th421,th214,837729,1031010,100836-SR,PURCHASE_RETURN,,False,dormant
th413,th214,837741,1034853,92266-SR,PURCHASE_RETURN,,False,dormant
th413,th214,837742,1031010,100836-SR,PURCHASE_RETURN,,False,dormant
th418,th214,841980,1071181,113528-SR,PURCHASE_RETURN,,False,dormant
th418,th214,841979,1073454,135617-SR,PURCHASE_RETURN,,False,dormant
th435,th214,846533,1069525,114717-SR,PURCHASE_RETURN,,False,dormant
th435,th214,846543,1074715,F/27669,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846608,1070716,SI/266848,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846625,1069172,251402110326,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846782,1066337,DR0418-25A000200,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846779,1066337,DR0418-25A000200,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846793,1066071,DR0418-25A000198,PURCHASE_RETURN,,False,READY_FOR_RACKING
th435,th214,846794,1066071,DR0418-25A000198,PURCHASE_RETURN,,False,READY_FOR_RACKING
th429,th214,847005,994559,AR140-25-4,PURCHASE_RETURN,,False,READY_FOR_RACKING
th429,th214,847121,1070033,KR/25-26/21437,PURCHASE_RETURN,,False,READY_FOR_RACKING
th429,th214,847180,1049638,AR140-25-667,PURCHASE_RETURN,,False,READY_FOR_RACKING
th224,th223,2638,66842,25-26/00137,PURCHASE_RETURN,,False,dormant
th223,th224,712217,822667,AUDIT-9019,REGULAR,,False,DISPATCH_READY
th223,th224,709974,820261,AUDIT-1074,REGULAR,,False,DISPATCH_READY
th223,th224,717863,823912,AUDIT-9084,REGULAR,,False,DISPATCH_READY
th223,th224,712197,822360,AUDIT-9021,REGULAR,,False,DISPATCH_READY
th223,th224,730509,828584,AUDIT-8170,REGULAR,,False,DISPATCH_READY
th223,th224,729696,828094,AUDIT-9239,REGULAR,,False,DISPATCH_READY
th223,th224,710905,820708,AUDIT-1080,REGULAR,,False,DISPATCH_READY
th427,th224,726946,825835,AUDIT-1537,REGULAR,,False,DISPATCH_READY
th223,th224,732751,829363,AUDIT-8418,REGULAR,,False,DISPATCH_READY
th223,th224,732734,829225,AUDIT-1597,REGULAR,,False,DISPATCH_READY
th223,th224,732876,829740,AUDIT-8439,REGULAR,,False,DISPATCH_READY
th407,th224,766760,820269,T0223-25A0000331,PURCHASE_RETURN,,False,DISPATCH_READY
th407,th224,767605,760901,DL0123525444,PURCHASE_RETURN,,False,DISPATCH_READY
th407,th224,766762,822984,T0223-25A0000631,PURCHASE_RETURN,,False,DISPATCH_READY
th437,th224,768948,706994,MYP-24-207581,REGULAR,th224,True,READY_FOR_RACKING
th437,th224,768394,655657,MYP-24-68196,REGULAR,th224,True,READY_FOR_RACKING
th437,th224,769707,845248,T0428-25A0000050,REGULAR,,False,READY_FOR_RACKING
th437,th224,769670,845295,T0427-25A0015642,REGULAR,,False,READY_FOR_RACKING
th437,th224,769788,843792,T0427-25A0014860,REGULAR,,False,READY_FOR_RACKING
th437,th224,769725,843349,T0223-25A0002801,REGULAR,,False,READY_FOR_RACKING
th437,th224,771039,694406,MYP-24-193300,REGULAR,th224,True,READY_FOR_RACKING
th437,th224,771393,695501,MYP-24-192543,REGULAR,th224,True,READY_FOR_RACKING
th401,th224,773362,717483,3194326106,REGULAR,th224,True,READY_FOR_RACKING
th437,th224,771048,594352,MYP-23-287026,REGULAR,th224,True,READY_FOR_RACKING
th425,th224,773325,718205,A-24-004482,REGULAR,th224,True,READY_FOR_RACKING
th437,th224,771395,635799,MYP-23-466674,REGULAR,th224,True,READY_FOR_RACKING
th405,th224,773363,712785,3194324682,REGULAR,th224,True,READY_FOR_RACKING
th428,th224,773364,725369,3194329237,REGULAR,th224,True,READY_FOR_RACKING
th428,th224,773365,701576,3194322042,REGULAR,th224,True,READY_FOR_RACKING
th424,th224,773368,817127,3194341360,REGULAR,th224,True,READY_FOR_RACKING
th424,th224,773367,821095,3194343262,REGULAR,th224,True,READY_FOR_RACKING
th424,th224,773369,734463,3194332680,REGULAR,th224,True,READY_FOR_RACKING
th424,th224,773370,809797,3194338707,REGULAR,th224,True,READY_FOR_RACKING
th428,th224,773378,712866,3402295822,REGULAR,th224,True,READY_FOR_RACKING
th401,th224,773603,837803,T0427-25A0011686,PURCHASE_RETURN,th224,True,READY_FOR_RACKING
th407,th224,773380,698838,3402292350,REGULAR,th224,True,READY_FOR_RACKING
th405,th224,773801,657528,4304139945,REGULAR,th224,True,READY_FOR_RACKING
th405,th224,773605,836460,T0427-25A0010310,PURCHASE_RETURN,th224,True,READY_FOR_RACKING
th401,th224,773800,729768,4304166996,REGULAR,th224,True,READY_FOR_RACKING
th428,th224,773608,837386,T0427-25A0011160,PURCHASE_RETURN,th224,True,READY_FOR_RACKING
th429,th224,773802,703700,4304157187,REGULAR,th224,True,READY_FOR_RACKING
th407,th224,773617,836728,T0427-25A0010540,PURCHASE_RETURN,th224,True,READY_FOR_RACKING
th405,th224,773803,729768,4304166996,REGULAR,th224,True,READY_FOR_RACKING
th428,th224,773804,703606,4304155242,REGULAR,th224,True,READY_FOR_RACKING
th401,th224,773849,730262,IN0724003413,REGULAR,th224,True,READY_FOR_RACKING
th428,th224,778410,819612,T0223-25A0000256,PURCHASE_RETURN,,False,DISPATCH_READY
th405,th224,773805,725168,4304164726,REGULAR,th224,True,READY_FOR_RACKING
th407,th224,781186,844063,21871-SR,PURCHASE_RETURN,,False,DISPATCH_READY
th407,th224,781255,818095,T0223-25A0000036,PURCHASE_RETURN,,False,DISPATCH_READY
th407,th224,794575,909965,GGCINV2512213,PURCHASE_RETURN,,False,DISPATCH_READY
th425,th224,794574,867934,290923745,PURCHASE_RETURN,,False,DISPATCH_READY
th425,th224,794732,873297,3853014058,PURCHASE_RETURN,,False,DISPATCH_READY
th407,th224,796123,851728,PD0407-25A000555,REGULAR,,False,DISPATCH_READY
th407,th224,796125,851728,PD0407-25A000555,REGULAR,,False,DISPATCH_READY
th205,th224,796322,851621,DR0205-25A000028,REGULAR,,False,DISPATCH_READY
th407,th224,796325,921360,DR0407-25A000013,REGULAR,,False,DISPATCH_READY
th407,th224,796327,921360,DR0407-25A000013,REGULAR,,False,DISPATCH_READY
th407,th224,796414,835805,T0224-25A0003397,REGULAR,,False,DISPATCH_READY
th407,th224,796416,835815,T0224-25A0004460,REGULAR,,False,DISPATCH_READY
th407,th224,796418,835806,T0224-25A0005261,REGULAR,,False,DISPATCH_READY
th407,th224,796420,835810,T0224-25A0004415,REGULAR,,False,DISPATCH_READY
th407,th224,796427,830423,T0224-24A0026438,REGULAR,,False,DISPATCH_READY
th407,th224,796430,851728,PD0407-25A000555,REGULAR,,False,DISPATCH_READY
th407,th224,796423,830405,T0224-24A0024788,REGULAR,,False,DISPATCH_READY
th407,th224,796425,830417,T0224-24A0024851,REGULAR,,False,DISPATCH_READY
th407,th224,796434,921358,DR0407-25A000012,REGULAR,,False,DISPATCH_READY
th407,th224,796432,921359,P0407-25A0000073,REGULAR,,False,DISPATCH_READY
th407,th224,796438,921358,DR0407-25A000012,REGULAR,,False,DISPATCH_READY
th405,th224,796460,813385,T0224-24A0024607,REGULAR,,False,READY_FOR_RACKING
th405,th224,796461,922436,P0405-25A0000064,REGULAR,,False,DISPATCH_READY
th401,th224,796473,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th425,th224,796479,831968,T0224-24A0035090,REGULAR,,False,DISPATCH_READY
th425,th224,796476,831977,T0224-24A0036571,REGULAR,,False,DISPATCH_READY
th425,th224,796480,831974,T0224-25A0004150,REGULAR,,False,DISPATCH_READY
th425,th224,796481,831970,T0224-25A0004180,REGULAR,,False,DISPATCH_READY
th425,th224,796482,831971,T0224-25A0004272,REGULAR,,False,DISPATCH_READY
th425,th224,796486,831969,T0224-25A0004744,REGULAR,,False,DISPATCH_READY
th425,th224,796484,837816,T0224-24A0035386,REGULAR,,False,DISPATCH_READY
th424,th224,796616,819865,T0224-24A0036032,REGULAR,,False,READY_FOR_RACKING
th424,th224,796617,815032,T0224-24A0030588,REGULAR,,False,READY_FOR_RACKING
th428,th224,797005,853555,P0428-25A0000512,REGULAR,,False,DISPATCH_READY
th428,th224,797002,827435,T0224-24A0034953,REGULAR,,False,DISPATCH_READY
th428,th224,797004,851357,PD0428-25A001352,REGULAR,,False,DISPATCH_READY
th428,th224,797006,828063,T0224-24A0034273,REGULAR,,False,DISPATCH_READY
th428,th224,797009,850220,P0428-25A0000505,REGULAR,,False,DISPATCH_READY
th428,th224,797008,924038,PD0428-25A001351,REGULAR,,False,DISPATCH_READY
th406,th224,797013,847891,P0406-25A0000539,REGULAR,,False,DISPATCH_READY
th406,th224,797014,847891,P0406-25A0000539,REGULAR,,False,DISPATCH_READY
th401,th224,797129,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797131,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797133,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797134,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797136,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797138,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797142,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797144,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797148,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797151,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797154,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797157,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797162,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797160,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797165,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797167,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797170,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797173,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797172,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797174,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797175,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797176,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797177,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797178,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797180,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797181,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797179,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797183,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797184,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797186,922270,P0401-25A0000115,REGULAR,,False,DISPATCH_READY
th401,th224,797187,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797189,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797190,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797192,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797194,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797193,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797197,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797196,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797195,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797199,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797198,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797200,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797202,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797201,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797204,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797203,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797205,847281,P0401-25A0000085,REGULAR,,False,DISPATCH_READY
th401,th224,797207,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797206,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797209,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797210,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797208,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797213,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797211,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797212,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797215,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797214,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797216,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797218,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797217,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797221,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797219,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797220,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797223,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797222,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797224,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797225,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797226,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797227,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797228,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797229,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797231,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797232,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797234,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797233,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797237,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797235,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797236,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797239,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797238,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797240,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797242,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797241,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797245,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797243,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797244,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797246,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797247,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797248,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797250,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797249,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797253,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797251,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797252,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797255,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797254,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797256,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797257,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797258,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797259,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797260,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797261,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797263,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797264,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797265,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797266,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797267,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797268,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797269,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797270,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797271,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797272,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797273,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797274,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797275,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797276,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797262,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797277,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797279,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797278,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797280,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797281,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797282,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797283,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797284,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797285,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797287,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797286,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797288,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797289,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797290,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797291,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797292,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797293,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797295,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797294,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797296,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797297,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797299,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797298,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797300,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797301,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797303,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797302,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797304,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797306,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797305,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797307,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797308,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797309,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797310,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797311,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797312,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797314,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797313,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797316,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797315,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797317,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797319,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797320,921263,DR0401-25A000016,REGULAR,,False,DISPATCH_READY
th401,th224,797321,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797323,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797324,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797325,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797326,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797327,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797328,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797329,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797330,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797331,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797332,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797333,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797334,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797336,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797335,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797337,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797338,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797339,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797341,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797340,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797342,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797343,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797344,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797345,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797346,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797347,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797349,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797348,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797350,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797351,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797352,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
th401,th224,797353,924411,DR0401-25A000017,REGULAR,,False,DISPATCH_READY
