purchase_issue_id,source_tenant,updateInvoiceDetailsQuery,updateUnifiedVendorQuery,deletePurchaseIssueInvoiceQuery
783538,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 783538 AND invoice_id = 1020753 AND invoice_no = 'T0214-25A0003495';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 783538 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
814629,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 814629 AND invoice_id = 1055855 AND invoice_no = 'T0421-25A0000808';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 814629 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 191768 AND tenant = 'th214';",
814727,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 814727 AND invoice_id = 1063062 AND invoice_no = 'U0025687883';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 814727 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 191768 AND tenant = 'th214';",
830486,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 830486 AND invoice_id = 1064198 AND invoice_no = '00978533';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 830486 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 191768 AND tenant = 'th214';",
830490,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 830490 AND invoice_id = 1064257 AND invoice_no = 'KR/25-26/19462';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 830490 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 191768 AND tenant = 'th214';",
830494,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 830494 AND invoice_id = 1058529 AND invoice_no = 'T0402-25A0008628';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 830494 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 191768 AND tenant = 'th214';",
836723,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836723 AND invoice_id = 1031010 AND invoice_no = '100836-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836723 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836724,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836724 AND invoice_id = 1052172 AND invoice_no = '118481-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836724 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836725,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836725 AND invoice_id = 1052073 AND invoice_no = '118380-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836725 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836726,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836726 AND invoice_id = 1030723 AND invoice_no = '99728-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836726 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836727,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836727 AND invoice_id = 1052012 AND invoice_no = '118322-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836727 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836728,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836728 AND invoice_id = 1038490 AND invoice_no = 'EA-25-127123';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836728 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836729,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836729 AND invoice_id = 1039051 AND invoice_no = 'EA-25-127073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836729 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
836730,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836730 AND invoice_id = 1041930 AND invoice_no = '110256-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836730 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
836731,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836731 AND invoice_id = 1041930 AND invoice_no = '110256-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836731 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
836732,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836732 AND invoice_id = 1052172 AND invoice_no = '118481-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836732 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
836733,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836733 AND invoice_id = 1052012 AND invoice_no = '118322-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836733 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37926 AND tenant = 'th214';",
836734,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836734 AND invoice_id = 1069596 AND invoice_no = '115637-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836734 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
836735,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836735 AND invoice_id = 998052 AND invoice_no = 'T0213-25A0000720';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836735 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
836736,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836736 AND invoice_id = 1038143 AND invoice_no = 'EA-25-127166';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836736 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
836744,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 836744 AND invoice_id = 883923 AND invoice_no = '1401051717';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 836744 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37902 AND tenant = 'th214';",
837721,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837721 AND invoice_id = 736481 AND invoice_no = 'T0426-24A0000653';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837721 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
837722,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837722 AND invoice_id = 1006211 AND invoice_no = 'T0213-25A0001747';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837722 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
837723,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837723 AND invoice_id = 1031010 AND invoice_no = '100836-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837723 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37926 AND tenant = 'th214';",
837728,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837728 AND invoice_id = 1052073 AND invoice_no = '118380-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837728 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37926 AND tenant = 'th214';",
837729,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837729 AND invoice_id = 1031010 AND invoice_no = '100836-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837729 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37926 AND tenant = 'th214';",
837741,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837741 AND invoice_id = 1034853 AND invoice_no = '92266-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837741 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
837742,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 837742 AND invoice_id = 1031010 AND invoice_no = '100836-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 837742 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37894 AND tenant = 'th214';",
841979,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 841979 AND invoice_id = 1073454 AND invoice_no = '135617-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 841979 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
841980,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 841980 AND invoice_id = 1071181 AND invoice_no = '113528-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 841980 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37904 AND tenant = 'th214';",
846533,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 846533 AND invoice_id = 1069525 AND invoice_no = '114717-SR';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 846533 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 206328 AND tenant = 'th214';",
2638,th223,"UPDATE th223.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 2638 AND invoice_id = 66842 AND invoice_no = '25-26/00137';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 2638 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 3440 AND tenant = 'th223';",
709974,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 709974 AND invoice_id = 820261 AND invoice_no = 'AUDIT-1074';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 709974 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
710905,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 710905 AND invoice_id = 820708 AND invoice_no = 'AUDIT-1080';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 710905 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
712197,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 712197 AND invoice_id = 822360 AND invoice_no = 'AUDIT-9021';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 712197 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
712217,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 712217 AND invoice_id = 822667 AND invoice_no = 'AUDIT-9019';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 712217 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
717863,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 717863 AND invoice_id = 823912 AND invoice_no = 'AUDIT-9084';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 717863 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
726946,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 726946 AND invoice_id = 825835 AND invoice_no = 'AUDIT-1537';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 726946 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 60526 AND tenant = 'th224';",
729696,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 729696 AND invoice_id = 828094 AND invoice_no = 'AUDIT-9239';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 729696 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
730509,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 730509 AND invoice_id = 828584 AND invoice_no = 'AUDIT-8170';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 730509 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
732734,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 732734 AND invoice_id = 829225 AND invoice_no = 'AUDIT-1597';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 732734 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
732751,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 732751 AND invoice_id = 829363 AND invoice_no = 'AUDIT-8418';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 732751 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
732876,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 732876 AND invoice_id = 829740 AND invoice_no = 'AUDIT-8439';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 732876 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
766760,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 766760 AND invoice_id = 820269 AND invoice_no = 'T0223-25A0000331';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 766760 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
766762,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 766762 AND invoice_id = 822984 AND invoice_no = 'T0223-25A0000631';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 766762 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
767605,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 767605 AND invoice_id = 760901 AND invoice_no = 'DL0123525444';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 767605 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
768394,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 768394 AND invoice_id = 655657 AND invoice_no = 'MYP-24-68196';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 768394 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",DELETE FROM th224.purchase_issue_invoice WHERE purchase_issue_id = 768394;
768948,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 768948 AND invoice_id = 706994 AND invoice_no = 'MYP-24-207581';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 768948 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",DELETE FROM th224.purchase_issue_invoice WHERE purchase_issue_id = 768948;
769670,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 769670 AND invoice_id = 845295 AND invoice_no = 'T0427-25A0015642';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 769670 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
769707,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 769707 AND invoice_id = 845248 AND invoice_no = 'T0428-25A0000050';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 769707 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 210683 AND tenant = 'th224';",
